"Id","EVENT","DATE","TIME","LAT","LNG","LOCATION","BATTERY","SPEED","MILEAGE","FUEL","DIRECTION"
"924","4002","11/06/2017","15:05:36","45.538382","-73.624323","","53","7","201","0","South"
"925","4002","11/06/2017","15:06:31","45.535514","-73.622569","","51","1","201","0","South-East"
"926","4002","11/06/2017","15:07:35","45.534655","-73.622883","","51","10","201","0","South"
"927","4002","11/06/2017","15:08:32","45.532553","-73.624310","","51","1","201","0","South"
"928","4002","11/06/2017","15:10:23","45.532719","-73.624098","","52","0","201","0","North-East"
"929","4002","11/06/2017","15:22:26","45.531517","-73.622657","","51","23","201","0","South-East"
"930","4002","11/06/2017","15:23:13","45.532403","-73.620431","","51","5","201","0","East"
"931","4002","11/06/2017","15:24:12","45.533582","-73.618437","","52","16","201","0","East"
"932","4002","11/06/2017","15:25:35","45.537466","-73.614902","","51","18","202","0","North"
"933","4002","11/06/2017","15:26:26","45.538740","-73.615654","","51","0","202","0","North"
"934","4002","11/06/2017","15:26:40","45.538491","-73.614347","","51","19","202","0","North-East"
"935","4002","11/06/2017","15:27:37","45.539875","-73.613042","","51","6","202","0","North-East"
"936","4002","11/06/2017","15:28:40","45.541375","-73.612943","","51","11","202","0","North-West"
"937","4002","11/06/2017","15:29:59","45.542242","-73.612296","","52","2","202","0","South-East"
"938","4002","11/06/2017","15:30:20","45.542287","-73.611262","","51","28","202","0","East"
"939","4002","11/06/2017","15:31:19","45.545128","-73.609471","","51","1","202","0","West"
"940","4002","11/06/2017","15:32:18","45.549279","-73.605896","","52","26","203","0","North"
"941","4002","11/06/2017","19:30:13","45.552737","-73.603924","","52","0","203","0","North-West"
"947","4002","11/06/2017","19:31:14","45.554458","-73.604565","","51","2","203","0","North-West"
"948","4002","11/06/2017","19:32:16","45.552004","-73.598549","","51","0","203","0","North-West"
"949","4002","11/06/2017","19:33:16","45.550325","-73.594041","","53","11","204","0","East"
"950","4002","11/06/2017","19:34:14","45.547585","-73.588410","","53","0","204","0","East"
"951","4002","11/06/2017","19:35:14","45.546104","-73.585296","","53","1","204","0","East"
"952","4002","11/06/2017","19:37:15","45.542108","-73.576053","","50","25","205","0","South-East"
"953","4002","11/06/2017","19:38:49","45.540054","-73.570135","","50","0","205","0","South-East"
"954","4002","11/06/2017","21:43:23","45.542761","-73.577368","","49","17","206","0","North-West"
"955","4002","11/06/2017","21:43:52","45.542883","-73.577732","","49","0","206","0","North-West"
"956","4002","11/06/2017","21:44:53","45.544354","-73.581053","","49","24","206","0","North-West"
"957","4002","11/06/2017","21:45:52","45.547408","-73.587900","","49","1","206","0","North-West"
"958","4002","11/06/2017","21:46:55","45.549222","-73.592057","","50","24","206","0","North-West"
"959","4002","11/06/2017","21:47:52","45.551663","-73.597592","","50","0","207","0","North-West"
"960","4002","11/06/2017","21:49:14","45.549138","-73.601927","","51","23","207","0","South"
"961","4002","11/06/2017","21:50:02","45.549781","-73.603947","","45","0","207","0","South"
"962","4002","11/06/2017","21:51:01","45.548081","-73.605607","","50","1","207","0","South"
"963","4002","11/06/2017","21:51:56","45.549253","-73.607980","","50","1","207","0","South"
"964","4002","11/06/2017","21:52:56","45.550059","-73.610017","","51","4","207","0","South"
"965","4002","11/06/2017","21:53:56","45.550806","-73.610931","","51","30","208","0","South-East"
"966","4002","11/06/2017","21:54:58","45.549289","-73.608870","","50","21","208","0","South"
"967","4002","11/06/2017","21:56:25","45.550669","-73.611413","","50","1","208","0","North"
"968","4002","11/06/2017","22:53:35","45.550216","-73.612270","","50","25","208","0","North-West"
"969","4002","11/06/2017","22:54:42","45.551831","-73.615581","","49","0","208","0","North-West"
"970","4002","11/06/2017","22:55:47","45.551887","-73.619755","","49","2","208","0","West"
"971","4002","11/06/2017","22:56:53","45.555232","-73.619204","","49","31","208","0","East"
"972","4002","11/06/2017","22:57:55","45.556357","-73.615591","","50","33","209","0","North-East"
"973","4002","11/06/2017","22:58:58","45.559883","-73.609349","","49","31","209","0","North-East"
"974","4002","11/06/2017","23:00:08","45.567061","-73.601930","","49","15","210","0","North-East"
"975","4002","11/06/2017","23:00:44","45.573885","-73.596390","","49","54","210","0","North-East"
"976","4002","11/06/2017","23:01:46","45.586009","-73.585466","","50","59","211","0","North-East"
"977","4002","11/06/2017","23:02:45","45.596290","-73.573914","","50","50","212","0","North-East"
"978","4002","11/06/2017","23:03:44","45.606529","-73.564465","","49","54","213","0","North"
"979","4002","11/06/2017","23:04:46","45.619962","-73.553001","","50","62","214","0","North-East"
"980","4002","11/06/2017","23:05:45","45.632959","-73.541446","","50","65","215","0","North-East"
"981","4002","11/06/2017","23:06:45","45.646342","-73.529579","","48","60","216","0","North-East"
"982","4002","11/06/2017","23:07:45","45.657359","-73.519570","","48","45","217","0","North-East"
"983","4002","11/06/2017","23:08:46","45.660674","-73.516446","","50","14","217","0","North-East"
"984","4002","11/06/2017","23:09:42","45.659583","-73.511981","","50","5","218","0","South-East"
"985","4002","11/07/2017","05:07:22","45.659819","-73.512026","","50","0","218","0","South-East"
